year,electedas,name,party,ac,pc,mandal,area,ward,age,community,edu,electioncat,occupation,sex,tot,votes
2006,MPTC,Harijana Lagalakshmamma,INC,,Anantapur,Tadipatri,Bramhanapalli,,,,,SC(G),,Female,,
2006,MPTC,Talari Obulamma,INC,,Anantapur,Tadipatri,Chukkaluru,,,,,BC(W),,Female,,
2006,MPTC,Obbanagari Maheswari,INC,,Anantapur,Tadipatri,Eruchinthala,,,,,UR(G),,Female,,
2006,MPTC,Molaka Subbalakshmamma,INC,,Anantapur,Tadipatri,Gangadevipalli,,,,,BC(W),,Female,,
2006,MPTC,Chadurla Sulochanamma,INC,,Anantapur,Tadipatri,Gannevaripalli 1,,,,,UR(W),,Female,,
2006,MPTC,Channa Lakshmirangaiah,INC,,Anantapur,Tadipatri,Gannevaripalli 2,,,,,BC(G),,Male,,
2006,MPTC,Jangamreddi Chinnapullareddu,INC,,Anantapur,Tadipatri,Obaepalli,,,,,UR(G),,Male,,
2006,MPTC,Annegowni Alivelamma,INC,,Anantapur,Tadipatri,Peddapalamad,,,,,UR(W),,Female,,
2006,MPTC,Dasari Chinna Obulapathi,INC,,Anantapur,Tadipatri,Sajjaladinne,,,,,UR(G),,Male,,
2006,MPTC President,M.Krishnamma,INC,,Anantapur,Tadipatri,Vanganur,,,,,SC(W),,Female,,
2006,MPTC,Derangula Sivudu,INC,,Anantapur,Tadipatri,Venkatareddipalli,,,,,BC(G),,Male,,
2006,MPTC,Chinnarappagari Kanthamma,INC,,Anantapur,Tadipatri,Chinna Polamada,,28.0,KAPU,6TH,URW,,F,,
2006,MPTC,Sangati Pulla Reddy,INC,,Anantapur,Tadipatri,Diguvapalli,,54.0,KAPU,SSLC,URG,,M,,
2006,MPTC,Tanguturi Diwakar Reddy,TDP,,Anantapur,Tadipatri,Yerraguntlapalli,,32.0,KAPU,10th class,URG,,M,,
2006,MPTC,Undabanda Pedda Yerriswamy,INC,,Anantapur,Uravakonda,Amidyala 1,,49.0,BC(Boya),5th Class,,Farmer,M,,
2006,MPTC,Hariyana Yerramma,INC,,Anantapur,Uravakonda,Amidyala 2,,28.0,,,SC(W),Farmer,F,,
2006,MPTC,C.Rajukumar,INC,,Anantapur,Uravakonda,Chinna Mustoor,,41.0,SC(Madiga),Inter,,Labour,M,,
2006,MPTC,Boya Lakshmi Devi,INC,,Anantapur,Uravakonda,Lathavaram,,54.0,,,BC(W),Farmer,F,,
2006,MPTC,Madamanchi Vimala,TDP,,Anantapur,Uravakonda,Mopidi,,26.0,OC(Kamma),,,Farmer,F,,
2006,MPTC,Rajala Yogendra Reddy,INC,,Anantapur,Uravakonda,Nerimetla,,22.0,OC(Kapu),BSC,,Farmer,M,,
2006,MPTC,Devineni Sudhir Babu,INC,,Anantapur,Uravakonda,Nimbagal,,33.0,OC(Kamma),Polytechnic,,Farmer,M,,
2006,MPTC,D.Venkatanarasimhulu,TDP,,Anantapur,Uravakonda,Peddakoukuntla 2,,,,,BC(G),,Male,,
2006,MPTC,Gogwoli Sriramulu,TDP,,Anantapur,Uravakonda,Peddakowkuntla 1,,28.0,,Inter,BC(G),Farmer,M,,
2006,MPTC,Yarralammagari Srinivasulu,INC,,Anantapur,Uravakonda,Raketla,,27.0,,SSC,BC(G),Farmer,M,,
2006,MPTC,H.Ramalingappa,TDP,,Anantapur,Uravakonda,Shaikshanipalli,,28.0,,Inter,SC-G,Farmer,M,,
2006,MPTC,A.Asis,TDP,,Anantapur,Uravakonda,Uravakonda 1,,30.0,OC(Musilm),5th Class,,Business,M,,
2006,MPTC,Uppara Renuka,INC,,Anantapur,Uravakonda,Uravakonda 2,,42.0,BC-D(Uppara,SSC,,Farmer,F,,
2006,MPTC,Gundluri Vannappa,INC,,Anantapur,Uravakonda,Uravakonda 3,,35.0,OC(Balija),SSC,,Farmer,M,,
2006,MPTC,C.Maheswar,INC,,Anantapur,Uravakonda,Uravakonda 4,,39.0,,Inter,BC(G),Weaving,M,,
2006,MPTC,Kammati Ramanjeneulu,INC,,Anantapur,Uravakonda,Uravakonda 5,,54.0,,SSC,BC(G),Business,M,,
2006,MPTC President,A.C.Yerriswamy,INC,,Anantapur,Uravakonda,Uravakonda 6,,32.0,,Inter,SC(G),Farmer,M,,
2006,MPTC,Anjinappa,INC,,Anantapur,Uravakonda,Uravakonda 7,,42.0,,7th class,ST(G),Basket Making,M,,
2006,MPTC,G.Ramalakshmi,INC,,Anantapur,Uravakonda,Uravakonda 8,,52.0,BC-B(Thogata),5th Class,,Weaving,F,,
2006,MPTC,Ediga Umadevi,INC,,Anantapur,Uravakonda,Uravakonda 9,,33.0,,7th class,BC(W),Weaving,F,,
2006,MPTC,Desai Purushotham,INC,,Anantapur,Uravakonda,Veligonda,,47.0,OC(Lingayath),SSC fail,,Farmer,M,,
2006,MPTC,Kumbaganta Sivalingappa,INC,,Anantapur,Vajrakarur,Chabala,,34.0,,,UR(G),,M,,
2006,MPTC,Narayanaswamy,INC,,Anantapur,Vajrakarur,Chayapuram,,44.0,,4th Class,UR(G),,M,,
2006,MPTC,Mallamma,INC,,Anantapur,Vajrakarur,Gadehothur,,29.0,,,SC(W),,F,,
2006,MPTC President,Sailaja,INC,,Anantapur,Vajrakarur,Gulapalem,,39.0,,SSC,UR(G),,F,,
2006,MPTC,Kondajugula Sreeramulu,INC,,Anantapur,Vajrakarur,Konakondla 3,,,,,SC(G),,Male,,
2006,MPTC,Radhamma,INC,,Anantapur,Vajrakarur,Konakondla 1,,28.0,,5th class,BC(W),,F,,
2006,MPTC,T.Ramaneneyulu,INC,,Anantapur,Vajrakarur,Konakondla 2,,39.0,,6th class,BC(G),,M,,
2006,MPTC,Seethamma,INC,,Anantapur,Vajrakarur,P.C.Pyapili,,28.0,,,ST(W),,F,,
2006,MPTC,Poliki Nagaraju,INC,,Anantapur,Vajrakarur,Pandikunta,,28.0,,,SC(G),,M,,
2006,MPTC,Sankaramma,TDP,,Anantapur,Vajrakarur,Ragulapadu,,37.0,,SSC,UR(W),,F,,
2006,MPTC,Ramanjaneyulu,INC,,Anantapur,Vajrakarur,Thatrakal,,28.0,,BA,BC(G),,M,,
2006,MPTC,Gopi Suvarnamma,INC,,Anantapur,Vajrakarur,Vajrakarur 1,,42.0,,,UR(W),,F,,
2006,MPTC,Usuf Vali,INC,,Anantapur,Vajrakarur,Vajrakarur 2,,34.0,,5th class,BC(G),,M,,
2006,MPTC,M.Lathamma,INC,,Anantapur,Vajrakarur,Venkatampalli,,44.0,,7th class,BC(W),,F,,
2006,MPTC,P.Hemalatha,INC,,Anantapur,Vidapanakal,Palthur 1,,22.0,,10 th class,BC(W),Agriculture Labour,F,,
2006,MPTC,P.Maheswara Gowd,INC,,Anantapur,Vidapanakal,Palthur 2,,36.0,,Inter,UR(G),Agriculture,M,,
2006,MPTC,V.Aruna,INC,,Anantapur,Vidapanakal,Donekal,,22.0,BC(W),10th class,UR(W),Agriculture,F,,
2006,MPTC,K.Sivappa,INC,,Anantapur,Vidapanakal,Gadekal,,47.0,,,BC(G),Agriculture,M,,
2006,MPTC,M.Lakshmi Devi,INC,,Anantapur,Vidapanakal,Hachanahal,,28.0,,9th class,UR(W),Agriculture,F,,
2006,MPTC,S.Polamma,INC,,Anantapur,Vidapanakal,Havaligi 1,,31.0,,10th class,SC(W),Agriculture Labour,F,,
2006,MPTC,K.Sivasankaramma,INC,,Anantapur,Vidapanakal,Havaligi 2,,49.0,,1st class,BC(W),Agriculature,F,,
2006,MPTC,K.Garinti Thimmappa,INC,,Anantapur,Vidapanakal,Karakamukkala,,40.0,,10th class,BC(G),Agriculture,M,,
2006,MPTC,G.Ravindra,TDP,,Anantapur,Vidapanakal,P.Kottalapali,,31.0,,10th class,UR(G),Agriculture,M,,
2006,MPTC,D.Hajimalang Baba,TDP,,Anantapur,Vidapanakal,Poloki,,45.0,,BSC,BC(G),Agriculture,M,,
2006,MPTC,H.Veerabadri,TDP,,Anantapur,Vidapanakal,Undabanda,,41.0,,1st class,SC(G),Agriculture Labour,M,,
2006,MPTC,D.Aswatha Reddy,TDP,,Anantapur,Vidapanakal,V.Kothakota,,47.0,,10th class,UR(G),Agriculture,M,,
2006,MPTC,K.Paramesappa,TDP,,Anantapur,Vidapanakal,Velpumadugu,,39.0,,BA,BC(G),Agriculture,M,,
2006,MPTC President,V.Venkata Ramana Reddy,INC,,Anantapur,Vidapanakal,Vidapanakal,,43.0,,INTER,UR(G),Agriculture,M,,
2006,MPTC,S.Lakshmi Reddy,TDP,,Anantapur,Yadiki,23/2 Nittur,,43.0,,5th Class,UR(G),Cultivation,M,,
2006,MPTC,Jaladurgam Ramanjanaeyulu,INC,,Anantapur,Yadiki,Chandana,,38.0,,5th Class,BC(G),Cultivation,M,,
2006,MPTC,Lakku Chedravathi,INC,,Anantapur,Yadiki,Kamalapadu,,40.0,,5th Class,UR(W),Cultivation,F,,
2006,MPTC,Gurrala Ramachendrudu,INC,,Anantapur,Yadiki,Konuppalapadu,,43.0,,,BC(G),Cultivation,M,,
2006,MPTC,B.Bhaskar,INC,,Anantapur,Yadiki,Nagarur,,32.0,,5th Class,BCG),Cultivation,M,,
2006,MPTC,Modiyam Thirunatha Reddy,INC,,Anantapur,Yadiki,Puppala,,23.0,,10th Class,UR(G),Cultivation,M,,
2006,MPTC,Allapur Ramanjaneyulu,INC,,Anantapur,Yadiki,Rayalacheruvu 1,,21.0,,Degree,UR(G),Cultivation,M,,
2006,MPTC,Murali Chandrakalavathi,INC,,Anantapur,Yadiki,Rayalacheruvu 2,,22.0,,,BC(W),Cultivation,F,,
2006,MPTC,V.K.Aruna,Independent,,Anantapur,Yadiki,Vemulapadu,,,,,UR(G),,Female,,
2006,MPTC President,Bala Ananthamma,INC,,Anantapur,Yadiki,Yadiki 1,,54.0,,9th class,BC(W),House wife,F,,
2006,MPTC,P.Balachowdaiah,CPI,,Anantapur,Yadiki,Yadiki 2,,65.0,,,UR(G),Cultivation,M,,
2006,MPTC,G.Obaiah,INC,,Anantapur,Yadiki,Yadiki 3,,26.0,,Degree,SC(G),Cultivation,M,,
2006,MPTC,V.Parvathamma,INC,,Anantapur,Yadiki,Yadiki 4,,49.0,,,UR(W),Cultivation,F,,
2006,MPTC,R.Lakshmamma,INC,,Anantapur,Yadiki,Yadiki 5,,29.0,,,SC(W),Cooli,F,,
2006,MPTC,M.Yashoda,INC,,Anantapur,Yellanur,Boppepalli,,37.0,,7th Class,UR(W),,Female Agrl.,,
2006,MPTC,P.Venugopal Naidu,TDP,,Anantapur,Yellanur,Chilamakur,,32.0,,,UR(G),Agrl.,Male,,
2006,MPTC,N.Ramanaidu,INC,,Anantapur,Yellanur,Goddumarri,,46.0,,10 th class,UR(G),Agrl.,Male,,
2006,MPTC,Kothapalli Adenna,INC,,Anantapur,Yellanur,Kallur,,35.0,,,SC(G),Agrl.,Male,,
2006,MPTC,K.Prameelamma,INC,,Anantapur,Yellanur,Mallagundla,,30.0,,6th class,BC(W),,Female Agrl.,,
2006,MPTC,Harijana Venkatamma,INC,,Anantapur,Yellanur,Peddamallepalli,,39.0,,,SC(W),,Female Agrl.,,
2006,MPTC,Araveti Radha,INC,,Anantapur,Yellanur,Thimmampalli,,33.0,,10 th class,UR(W),,Female Agrl.,,
2006,MPTC,M.Sulochanadevi,CPI,,Anantapur,Yellanur,Vennapusapalli,,37.0,,5th Class,BC(G),,Female Agrl.,,
2006,MPTC,D.Ramulamma,TDP,,Anantapur,Yellanur,Yellanur 1,,38.0,,5th Class,UR(G),,Female Agrl.,,
2006,MPTC President,N.Yangamma,INC,,Anantapur,Yellanur,Yellanur 2,,60.0,,,BC(G),,Female Agrl.,,
2014,MPTC,B.Vanaja,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 1,,,,,UR(W),,F,,
2014,MPTC,S.Nagaraju,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 2,,,,,UR,,M?,,
2014,MPTC,Mangala Ramu,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 3,,,,,UR,,M?,,
2014,MPTC,K.Aparana,YSRCP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 4,,,,,UR(W),,F,,
2014,MPTC,B.Pushapavathi,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 5,,,,,BC(W),,F,,
2014,MPTC,E.Lelavathi,TDP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 6,,,,,UR(W),,F,,
2014,MPTC,Kuruba Jganeswari,YSRCP,,Anantapur,Ananthapuramu Rural,A.Narayanapuram 7,,,,,UR(W),,F,,
2014,MPTC,T.Imamulu,TDP,,Anantapur,Ananthapuramu Rural,Akkampalli,,,,,BC,,M?,,
2014,MPTC,S.Anand,TDP,,Anantapur,Ananthapuramu Rural,Akuthotapalli 1,,,,,SC,,M?,,
2014,MPTC,M.Ramana,TDP,,Anantapur,Ananthapuramu Rural,Akuthotapalli 2,,,,,BC,,M?,,
2014,MPTC,A.Subba Reddy,YSRCP,,Anantapur,Ananthapuramu Rural,Alamur,,,,,UR,,M?,,
2014,MPTC,B.Venkataramanamma,TDP,,Anantapur,Ananthapuramu Rural,Anantapuramu Rural 1,,,,,UR(W),,F,,
2014,MPTC Vice President,K.Silpa,TDP,,Anantapur,Ananthapuramu Rural,Anantapuramu Rural 2,,,,,UR(W),,F,,
2014,MPTC,K.Ramamohan Reddy,YSRCP,,Anantapur,Ananthapuramu Rural,Chiyyedu,,,,,UR,,M?,,
2014,MPTC,M.Akkulappa,TDP,,Anantapur,Ananthapuramu Rural,Itukalapalli,,,,,UR,,M?,,
2014,MPTC,Narayanswamy,TDP,,Anantapur,Ananthapuramu Rural,Kakkalapalli,,,,,UR,,M?,,
2014,MPTC,Kadirabba Dhanujay,YSRCP,,Anantapur,Ananthapuramu Rural,Kakkalapalli Colony 1,,,,,BC,,M?,,
2014,MPTC,K.Radhamma,YSRCP,,Anantapur,Ananthapuramu Rural,Kakkalapalli Colony 2,,,,,UR(W),,F,,
2014,MPTC,K.Gayathri Devi,YSRCP,,Anantapur,Ananthapuramu Rural,Kakkalapalli Colony 3,,,,,BC(W),,F,,
2014,MPTC President,Kanekanti Madhavi,TDP,,Anantapur,Ananthapuramu Rural,Kamarupalli,,,,,UR(W),,F,,
2014,MPTC,B.Govinda Reddy,YSRCP,,Anantapur,Ananthapuramu Rural,Kandukur  1,,,,,UR,,M?,,
2014,MPTC,S.Nagamma,YSRCP,,Anantapur,Ananthapuramu Rural,Kandukur 1,,,,,SC(W),,F,,
2014,MPTC,B.Kirana Kumar Reddy,YSRCP,,Anantapur,Ananthapuramu Rural,Kurugunta,,,,,UR,,M?,,
2014,MPTC,S.Janaki Bai,TDP,,Anantapur,Ananthapuramu Rural,Narasanayanikunta,,,,,ST(W),,F,,
2014,MPTC,M.Hemavathi,YSRCP,,Anantapur,Ananthapuramu Rural,Pulakunta,,,,,SC(W),,F,,
2014,MPTC,G.Ramna Reddy,YSRCP,,Anantapur,Ananthapuramu Rural,Rachanpalli  1,,,,,UR,,M?,,
2014,MPTC,D.Saddanapa,TDP,,Anantapur,Ananthapuramu Rural,Rachanpalli 2,,,,,BC,,M?,,
2014,MPTC,D.Abudul Rahim,TDP,,Anantapur,Ananthapuramu Rural,Rajiv Colony  1,,,,,BC,,M?,,
2014,MPTC,Chakali Jayamma,YSRCP,,Anantapur,Ananthapuramu Rural,Rajiv Colony 2,,,,,BC(W),,F,,
2014,MPTC,Gundla Madugu Balaji,YSRCP,,Anantapur,Ananthapuramu Rural,Rudrampeta 1,,,,,UR,,M?,,
2014,MPTC,Guggilla Raghava Reddy,TDP,,Anantapur,Ananthapuramu Rural,Rudrampeta 2,,,,,UR,,M?,,
2014,MPTC,Harijana Krishanaveni,TDP,,Anantapur,Ananthapuramu Rural,Rudrampeta 3,,,,,SC(W),,F,,
2014,MPTC,S.Venkata Lakshmi,TDP,,Anantapur,Ananthapuramu Rural,Rudrampeta 4,,,,,BC(W),,F,,
2014,MPTC,M.Naganna,TDP,,Anantapur,Ananthapuramu Rural,Somuladoddi,,,,,SC,,M?,,
2014,MPTC,M.Venkatalakshmamma,TDP,,Anantapur,Ananthapuramu Rural,Taticherla,,,,,UR(W),,F,,
2014,MPTC,P.Naramma,YSRCP,,Anantapur,Ananthapuramu Rural,Uparapalli,,,,,UR(W),,F,,
2014,MPTC,J.Chinnakka,YSRCP,,Anantapur,Atmakur,Atmakur 1,,,,,SC,,M?,,
2014,MPTC Vice President,P.Prathap,TDP,,Anantapur,Atmakur,Atmakur 2,,,,,UR,,M?,,
2014,MPTC,K.Shankaranarayana Reddy,YSRCP,,Anantapur,Atmakur,B.Yaleru,,,,,UR,,M?,,
2014,MPTC,Talari Ramadevi,TDP,,Anantapur,Atmakur,Goridindla,,,,,BC(W),,F,,
2014,MPTC,Ippeti Akkamma,YSRCP,,Anantapur,Atmakur,Muttala,,,,,BC(W),,F,,
2014,MPTC,Subbara Sanjeevaiah,TDP,,Anantapur,Atmakur,P.Yaleru,,,,,BC,,M?,,
2014,MPTC,Gangula Jayasudha,TDP,,Anantapur,Atmakur,Sanapa,,,,,UR(W),,F,,
2014,MPTC,R.Varalakshmi,YSRCP,,Anantapur,Atmakur,Singampalli,,,,,ST(W),,F,,
2014,MPTC,Gaduputi Rama Devi,TDP,,Anantapur,Atmakur,Talupuru,,,,,UR(W),,F,,
2014,MPTC,Yarragunta Mallikarjuna,YSRCP,,Anantapur,Atmakur,Thopudurthy,,,,,UR,,M?,,
2014,MPTC President,M.Marrekka,TDP,,Anantapur,Atmakur,Vepacherla,,,,,SC(W),,F,,
2014,MPTC,Bolliboyena Vani,TDP,,Anantapur,Beluguppa,Ankampalli,,,,,UR(W),,F,,
2014,MPTC,Golla Yerraya Dowd,TDP,,Anantapur,Beluguppa,B.Ramasagaram,,,,,UR,,M?,,
2014,MPTC,Mood Salabai,YSRCP,,Anantapur,Beluguppa,Beluguppa 2,,,,,ST(W),,F,,
2014,MPTC,Boya Kahchi Ramudu,TDP,,Anantapur,Beluguppa,Beluguppa 2,,,,,UR,,M?,,
2014,MPTC Vice President,Guduputi Thimmappa,TDP,,Anantapur,Beluguppa,Duddekunta,,,,,UR,,M?,,
2014,MPTC,K.Anjinamma,YSRCP,,Anantapur,Beluguppa,Gagavaram,,,,,BC(W),,F,,
2014,MPTC,K. Venkatesulu,YSRCP,,Anantapur,Beluguppa,Kalavapalalli,,,,,BC,,M?,,
2014,MPTC,Vadde Sreenivasulu,TDP,,Anantapur,Beluguppa,N.Gundlapalli,,,,,BC,,M?,,
2014,MPTC,Madiga Nagamma,YSRCP,,Anantapur,Beluguppa,Narasapuram,,,,,SC(W),,F,,
2014,MPTC President,Thirupatamma,TDP,,Anantapur,Beluguppa,Seerpi,,,,,SC,,M?,,
2014,MPTC,Malasree Edega,TDP,,Anantapur,Beluguppa,Sreerangapuram,,,,,UR(W),,F,,
2014,MPTC,Yoshodamma,TDP,,Anantapur,Beluguppa,Thagguparthi,,,,,UR,,M?,,
2014,MPTC,T Venkata Bharathi,TDP,,Anantapur,Bommanahal,Bandur,,,,,UR(W),,F,,
2014,MPTC,Kummari Gopal,TDP,,Anantapur,Bommanahal,Bollanaguddam,,,,,BC,,M?,,
2014,MPTC Vice President,Kothapalli Kavitha,TDP,,Anantapur,Bommanahal,Bommanahal,,,,,UR(W),,F,,
2014,MPTC,Kotigari Ramesh,YSRCP,,Anantapur,Bommanahal,D.Honnur  1,,,,,UR,,M?,,
2014,MPTC,R. Vanappa,YSRCP,,Anantapur,Bommanahal,D.Honnur  2,,,,,BC,,M?,,
2014,MPTC,Kavili Vemanna,TDP,,Anantapur,Bommanahal,Govindawada  1,,,,,UR,,M?,,
2014,MPTC,M.Suresh Swamy,YSRCP,,Anantapur,Bommanahal,Govindawada 2,,,,,UR,,M?,,
2014,MPTC President,H Parvathi,TDP,,Anantapur,Bommanahal,Kolaganahalli,,,,,SC(W),,F,,
2014,MPTC,S Jaya Ram Reddy,YSRCP,,Anantapur,Bommanahal,Kuruvalli,,,,,UR,,M?,,
2014,MPTC,Muluguru Malli Karjuna,TDP,,Anantapur,Bommanahal,Lingadahal,,,,,UR,,M?,,
2014,MPTC,Tulasamma,YSRCP,,Anantapur,Bommanahal,Nemakallu,,,,,BC(W),,F,,
2014,MPTC,Kasireddy Gari Shobha,YSRCP,,Anantapur,Bommanahal,Singanahalli,,,,,UR(W),,F,,
2014,MPTC,Harijana Anandha,IND,,Anantapur,Bommanahal,Sreedharagatta,,,,,SC,,M?,,
2014,MPTC,K. Padmaja,YSRCP,,Anantapur,Bommanahal,Uddehal,,,,,UR(W),,F,,
2014,MPTC,K.Vandramma,TDP,,Anantapur,Bommanahal,Unthakal,,,,,BC(W),,F,,
2014,MPTC,Urthal Parvathi,TDP,,Anantapur,Bommanahal,Upparahal,,,,,BC(W),,F,,
2014,MPTC,Saradamma,TDP,,Anantapur,Bramhasamudram,Bhyrasamudram,,,,,BC(W),,F,,
2014,MPTC,Kuruba.Anjineyulu,TDP,,Anantapur,Bramhasamudram,Bhyravanithippa,,,,,UR,,M?,,
2014,MPTC,Golla.Savitri,TDP,,Anantapur,Bramhasamudram,Bramhasamudram,,,,,UR(W),,F,,
2014,MPTC,Sukanya,TDP,,Anantapur,Bramhasamudram,Kannepalli,,,,,UR(W),,F,,
2014,MPTC Vice President,Golla.Jyothi,TDP,,Anantapur,Bramhasamudram,Muppalakunta,,,,,UR(W),,F,,
2014,MPTC,Narayanappa Vadde,TDP,,Anantapur,Bramhasamudram,Palavenkatapuram,,,,,BC,,M?,,
2014,MPTC President,M.Manjula,TDP,,Anantapur,Bramhasamudram,Pillalapalli,,,,,SC,,M?,,
2014,MPTC,Vasanthamma,TDP,,Anantapur,Bramhasamudram,Rayalappadoddi,,,,,UR,,M?,,
2014,MPTC,Karegowd,TDP,,Anantapur,Bramhasamudram,Santhekondapuram,,,,,BC,,M?,,
2014,MPTC,Gowdappa,TDP,,Anantapur,Bramhasamudram,Vepulaparthy,,,,,UR,,M?,,
2014,MPTC,Thimmakka,TDP,,Anantapur,Bramhasamudram,West Kodipalli,,,,,BC(W),,F,,
2014,MPTC,Uda.Anjinamma,YSRCP,,Anantapur,Bramhasamudram,Yeradikera,,,,,SC(W),,F,,
2014,MPTC,B.Nagaraju,TDP,,Anantapur,Bukkarayasamudram,B.K.Samudram 1,,,,,UR,,M?,,
2014,MPTC,Avvari Ashok Kumar,TDP,,Anantapur,Bukkarayasamudram,B.K.Samudram 2,,,,,UR,,M?,,
2014,MPTC,Cherukuri Narayana Swami,TDP,,Anantapur,Bukkarayasamudram,B.K.Samudram 3,,,,,UR,,M?,,
2014,MPTC,Boya Nagalakshmi,YSRCP,,Anantapur,Bukkarayasamudram,B.K.Samudram 4,,,,,BC,,M?,,
2014,MPTC,Jerripiti Aruna,TDP,,Anantapur,Bukkarayasamudram,B.K.Samudram 5,,,,,BC(W),,F,,
2014,MPTC,Adilakshmi Sake,YSRCP,,Anantapur,Bukkarayasamudram,B.K.Samudram 6,,,,,ST(W),,F,,
2014,MPTC,M.Yerramma,YSRCP,,Anantapur,Bukkarayasamudram,B.Kothapalli,,,,,SC(W),,F,,
2014,MPTC Vice President,Guvvala Pedda Venkata Reddi,YSRCP,,Anantapur,Bukkarayasamudram,Chennampalli,,,,,UR,,M?,,
2014,MPTC,Sake Lakshmidevi,TDP,,Anantapur,Bukkarayasamudram,Danduvaripalli,,,,,SC(W),,F,,
2014,MPTC,Yanamala Lalitha,YSRCP,,Anantapur,Bukkarayasamudram,Dayalakuntapalli,,,,,UR(W),,F,,
2014,MPTC,Kummari Menakshi,CPI,,Anantapur,Bukkarayasamudram,Govindampalli,,,,,BC(W),,F,,
2014,MPTC,Pulla Rama Mohan,YSRCP,,Anantapur,Bukkarayasamudram,K.K.Agraharam,,,,,BC,,M?,,
2014,MPTC,Kilari Gouramma,YSRCP,,Anantapur,Bukkarayasamudram,Korrapadu 1,,,,,UR(W),,F,,
2014,MPTC,Devarinti Suresh,YSRCP,,Anantapur,Bukkarayasamudram,Korrapadu 2,,,,,SC,,M?,,
2014,MPTC,R.Narayana Swami,TDP,,Anantapur,Bukkarayasamudram,Neelampalli,,,,,UR,,M?,,
2014,MPTC,Jonnakuti Vimala,YSRCP,,Anantapur,Bukkarayasamudram,Podaralla,,,,,UR(W),,F,,
2014,MPTC,Chekka Lakshminarayana,YSRCP,,Anantapur,Bukkarayasamudram,Reddipalli,,,,,BC,,M?,,
2014,MPTC,Pasapala Jayamma,TDP,,Anantapur,Bukkarayasamudram,Siddarampuram,,,,,UR(W),,F,,
2014,MPTC,D.Lakshmidevamma,YSRCP,,Anantapur,Bukkarayasamudram,Venkatapuram,,,,,UR(W),,F,,
2014,MPTC,K.Chandrakala,TDP,,Anantapur,D.Hirehal,Cherlopalli,,,,,BC,,M?,,
2014,MPTC,Patil Silaja,TDP,,Anantapur,D.Hirehal,Kadalur,,,,,UR(W),,F,,
2014,MPTC,Mulinti Linga Reddy,YSRCP,,Anantapur,D.Hirehal,Kudlur,,,,,UR,,M?,,
2014,MPTC,S.Anjineyya,TDP,,Anantapur,D.Hirehal,M.Hanumapuram,,,,,UR,,M?,,
2014,MPTC Vice President,Boya Talari Gangadhara,TDP,,Anantapur,D.Hirehal,Muradi,,,,,BC,,M?,,
2014,MPTC,G.Venkateshulu,TDP,,Anantapur,D.Hirehal,Nagalapuram,,,,,UR,,M?,,
2014,MPTC,B.Yallamma,TDP,,Anantapur,Garladinne,Budedu,,,,,BC(W),,F,,
2014,MPTC Vice President,K.Chandrashekar Naidu,TDP,,Anantapur,Garladinne,Garladinne  1,,,,,UR,,M?,,
2014,MPTC,B. Lakshmi Devi,TDP,,Anantapur,Garladinne,Garladinne 2,,,,,BC,,M?,,
2014,MPTC,Veeranjaneyulu,YSRCP,,Anantapur,Garladinne,Illuru,,,,,UR,,M?,,
2014,MPTC,Adilakshmi,TDP,,Anantapur,Garladinne,Kalluru   1,,,,,UR(W),,F,,
2014,MPTC,Pakkiramma,TDP,,Anantapur,Garladinne,Kalluru  2,,,,,SC(W),,F,,
2014,MPTC,Jaggala Ravi,IND,,Anantapur,Garladinne,Kalluru  3,,,,,BC,,M?,,
2014,MPTC,K.Sreenivasulu,TDP,,Anantapur,Garladinne,Kamalapuram,,,,,UR,,M?,,
2014,MPTC,Lakshmidevi,YSRCP,,Anantapur,Garladinne,Kanampalli,,,,,UR(W),,F,,
2014,MPTC,Madiga Anitha,YSRCP,,Anantapur,Garladinne,Kotanaka,,,,,SC(W),,F,,
2014,MPTC,G. Radhamma,TDP,,Anantapur,Garladinne,Marthadu  1,,,,,UR(W),,F,,
2014,MPTC,B.Jayalakshmi,TDP,,Anantapur,Garladinne,Marthadu 2,,,,,BC(W),,F,,
2014,MPTC,Juturu Nirmala,TDP,,Anantapur,Garladinne,Muntimadugu,,,,,UR(W),,F,,
2014,MPTC President,J.Nagaraju,TDP,,Anantapur,Garladinne,Penakacherla,,,,,SC,,M?,,
2014,MPTC,Eswaraiah,TDP,,Anantapur,Garladinne,Yerraguntla,,,,,UR,,M?,,
2014,MPTC Vice President,P.Mohan Das,TDP,,Anantapur,Gooty,Abbedoddi,,,,,UR,,M?,,
2014,MPTC President,G.Veerabharaiah,TDP,,Anantapur,Gooty,Basinepalli,,,,,UR,,M?,,
2014,MPTC,P.Padmavathamma,YSRCP,,Anantapur,Gooty,Bethapalli,,,,,UR(W),,F,,
2014,MPTC,Rajamma,YSRCP,,Anantapur,Gooty,Jakkalacheruvu,,,,,ST(W),,F,,
2014,MPTC,Ambati Narasimhulu,YSRCP,,Anantapur,Gooty,Karidikonda,,,,,BC,,M?,,
